t11,t12,t13,t21,t22,t23,t31,t32,t33,t41,t42,t43,t51,t52,t53,noTicks
72,0,0,0,0,0,0,65,60,40,0,0,0,0,0,4
72,0,0,0,0,0,0,65,60,0,0,0,0,0,0,56
72,0,0,72,69,0,0,65,60,0,0,0,0,0,0,20
72,0,0,0,69,0,0,65,60,0,0,0,0,0,0,2
0,0,0,0,69,0,0,65,60,0,0,0,0,0,0,2
0,0,0,0,0,0,0,65,60,0,0,0,0,0,0,48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
72,0,0,70,62,0,53,0,0,36,0,0,81,0,0,28
0,0,0,70,62,0,53,0,0,36,0,0,81,0,0,38
0,0,0,70,62,0,53,0,0,36,0,0,0,0,0,159
0,0,0,70,62,0,53,0,0,0,0,0,0,0,0,15
74,0,0,70,62,0,53,65,60,40,0,0,0,0,0,41
0,0,0,70,62,0,53,0,60,40,0,0,0,0,0,2
0,0,0,70,62,0,53,0,0,40,0,0,0,0,0,17
74,0,0,70,62,0,53,0,0,40,0,0,0,0,0,28
74,0,0,70,0,0,53,0,0,40,0,0,0,0,0,3
0,0,0,70,0,0,53,0,0,40,0,0,0,0,0,1
0,0,0,70,0,0,53,0,0,0,0,0,0,0,0,9
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,19
74,0,0,0,0,0,53,65,60,0,0,0,0,0,0,28
0,0,0,0,0,0,53,65,60,0,0,0,0,0,0,20
0,0,0,0,0,0,53,65,0,0,0,0,0,0,0,1
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,11
74,0,0,0,0,0,53,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,29
0,0,0,60,69,0,53,65,60,40,0,0,0,0,0,48
0,0,0,60,69,0,53,0,60,40,0,0,0,0,0,4
0,0,0,60,69,0,53,0,0,40,0,0,0,0,0,3
0,0,0,0,0,0,53,0,0,40,0,0,0,0,0,5
74,0,0,0,0,0,53,0,0,40,0,0,0,0,0,6
74,0,0,0,0,0,53,0,0,0,0,0,0,0,0,27
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,27
74,0,0,0,0,0,53,0,0,0,0,0,0,0,0,37
0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
72,0,0,65,57,0,48,0,0,40,36,0,81,0,0,2
0,0,0,65,57,0,48,0,0,40,36,0,81,0,0,80
0,0,0,65,57,0,48,0,0,40,36,0,0,0,0,129
0,0,0,65,57,0,0,0,0,40,36,0,0,0,0,14
0,0,0,65,57,0,0,0,0,40,0,0,0,0,0,15
69,0,0,65,57,0,65,53,69,40,0,0,0,0,0,21
0,0,0,65,57,0,65,53,69,40,0,0,0,0,0,59
69,0,0,65,57,0,65,53,69,40,0,0,0,0,0,33
0,0,0,65,57,0,0,53,0,40,0,0,0,0,0,7
0,0,0,65,57,0,60,53,0,40,0,0,0,0,0,40
69,0,0,65,57,0,60,53,0,40,0,0,0,0,0,8
69,0,0,65,57,0,60,0,0,40,0,0,0,0,0,22
0,0,0,65,57,0,60,0,0,40,0,0,0,0,0,26
0,0,0,65,57,0,0,0,0,40,0,0,0,0,0,7
0,0,0,65,57,0,0,0,0,0,0,0,0,0,0,15
0,0,0,65,57,0,0,0,0,40,0,0,0,0,0,2
69,0,0,65,57,0,64,52,69,40,0,0,0,0,0,40
0,0,0,65,57,0,64,52,69,40,0,0,0,0,0,30
0,0,0,65,57,0,0,52,69,40,0,0,0,0,0,4
0,0,0,65,0,0,0,52,69,40,0,0,0,0,0,6
69,0,0,65,0,0,0,52,69,40,0,0,0,0,0,1
69,0,0,65,0,0,0,52,0,40,0,0,0,0,0,6
69,0,0,0,0,0,0,52,0,40,0,0,0,0,0,22
0,0,0,0,0,0,0,52,0,40,0,0,0,0,0,51
69,0,0,0,0,0,0,52,0,40,0,0,0,0,0,20
69,0,0,0,0,0,0,0,0,40,0,0,0,0,0,10
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
72,69,0,65,69,0,51,0,0,36,0,0,81,0,0,17
72,0,0,65,69,0,51,0,0,36,0,0,81,0,0,24
0,0,0,65,69,0,51,0,0,36,0,0,81,0,0,47
0,0,0,65,69,0,51,0,0,36,0,0,0,0,0,32
72,69,0,65,69,0,51,0,0,36,0,0,0,0,0,23
0,0,0,65,69,0,51,0,0,36,0,0,0,0,0,37
72,69,0,65,69,0,51,0,0,36,0,0,0,0,0,24
0,69,0,65,69,0,51,0,0,36,0,0,0,0,0,10
0,0,0,65,69,0,51,0,0,36,0,0,0,0,0,11
0,0,0,65,69,0,51,0,0,0,0,0,0,0,0,15
72,69,0,65,69,0,51,72,67,40,0,0,0,0,0,4
72,69,0,65,69,0,0,72,67,40,0,0,0,0,0,26
72,69,0,65,0,0,0,72,67,40,0,0,0,0,0,4
0,0,0,65,0,0,0,72,67,40,0,0,0,0,0,1
0,0,0,0,0,0,0,72,67,40,0,0,0,0,0,57
0,0,0,0,0,0,0,72,67,0,0,0,0,0,0,28
72,69,0,0,0,0,0,72,67,0,0,0,0,0,0,21
72,0,0,0,0,0,0,72,67,0,0,0,0,0,0,13
0,0,0,0,0,0,0,72,67,0,0,0,0,0,0,26
72,69,0,0,0,0,0,72,67,0,0,0,0,0,0,12
72,69,0,0,0,0,0,0,0,0,0,0,0,0,0,25
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
72,69,0,65,69,0,72,51,67,40,0,0,0,0,0,65
72,0,0,65,69,0,72,51,67,40,0,0,0,0,0,1
72,0,0,65,69,0,72,51,67,0,0,0,0,0,0,6
0,0,0,65,69,0,72,51,67,0,0,0,0,0,0,22
0,0,0,0,69,0,72,0,67,0,0,0,0,0,0,30
0,0,0,0,0,0,72,0,67,0,0,0,0,0,0,68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
62,70,0,70,62,0,50,0,0,36,0,0,81,0,0,20
0,70,0,70,62,0,50,0,0,36,0,0,81,0,0,18
0,0,0,70,62,0,50,0,0,36,0,0,81,0,0,42
62,70,0,70,62,0,50,0,0,36,0,0,81,0,0,10
62,70,0,70,62,0,50,0,0,36,0,0,0,0,0,8
62,0,0,70,62,0,50,0,0,36,0,0,0,0,0,3
0,0,0,70,62,0,50,0,0,36,0,0,0,0,0,59
70,62,0,70,62,0,50,0,0,36,0,0,0,0,0,27
0,0,0,70,62,0,50,0,0,36,0,0,0,0,0,38
0,0,0,70,62,0,50,0,0,0,0,0,0,0,0,15
62,70,0,70,62,0,50,72,66,40,0,0,0,0,0,21
0,70,0,70,62,0,50,72,66,40,0,0,0,0,0,4
0,0,0,70,62,0,50,72,66,40,0,0,0,0,0,35
